,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,degree,coeffs,Acc,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.3421,0.2429,0.2429,0.2429,0.2429,0.2429,0.3625,0.3625,0.4879,0.2429,0.2429,0.2429,0.2429,0.3692,0.4150,0.5079,0.4604
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.3421,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,0.0376,,0.0376,0.0376,0.0376,0.0376,0.0376,,,0.0413,0.0376,0.0376,0.0376,0.0376,,,0.0376,0.0312
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.3625,0.0173,0.0173,0.0173,0.0173,0.0173,0.0173,0.0173,,0.0173,0.0173,0.0173,0.0173,0.0173,,,,0.0173,0.0173,0.0173,0.0173,,,,0.0494
,,,,0.3625,0.0343,0.0343,0.0343,0.0343,0.0343,0.0343,0.0343,,0.0343,0.0343,0.0343,0.0343,0.0343,,,,0.0343,0.0343,0.0343,0.0343,,,,
,,,,0.4879,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0413,0.0028,0.0028,0.0028,0.0028,0.0028,,,,0.0028,0.0028,0.0028,0.0028,,,,
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.2429,,,,,,,,0.0376,,,,,,0.0173,0.0343,0.0028,,,,,0.0173,0.0015,0.0028,0.0003
,,,,0.3692,0.0173,0.0173,0.0173,0.0173,0.0173,0.0173,0.0173,,0.0173,0.0173,0.0173,0.0173,0.0173,,,,0.0173,0.0173,0.0173,0.0173,,,,
,,,,0.4150,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,,0.0015,0.0015,0.0015,0.0015,0.0015,,,,0.0015,0.0015,0.0015,0.0015,,,,
,,,,0.5079,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0376,0.0028,0.0028,0.0028,0.0028,0.0028,,,,0.0028,0.0028,0.0028,0.0028,,,,
,,,,0.4604,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0312,0.0003,0.0003,0.0003,0.0003,0.0003,0.0494,,,0.0003,0.0003,0.0003,0.0003,,,,
